Gene symbol	Shprmt1 /Scrmbl	Siprmt1 /Scrmbl	ShprmtOE /Scrmbl	ShprmtOE /Shprmt1	Scrmbl	Shprmt1	Siprmt1	ShprmtOE
DOCK8	0.587	0.415	1.412	2.405	1.899	1.130	0.629	2.396
CNST	0.587	1.000	1.312	2.235	1.899	1.130	1.899	2.291
MDFI	0.587	0.964	1.036	1.764	3.336	2.567	3.284	3.386
NOC2L	0.587	0.561	0.554	0.944	6.573	5.804	5.739	5.721
CSNK2A2	0.586	0.624	0.602	1.026	6.561	5.791	5.880	5.828
KLF16	0.586	1.045	0.737	1.258	4.967	4.196	5.030	4.528
RPL19P12	0.586	0.843	0.756	1.290	4.320	3.549	4.074	3.916
DPM3	0.586	0.660	0.656	1.119	5.322	4.550	4.722	4.712
ARNT	0.585	1.036	0.851	1.453	4.480	3.707	4.531	4.247
FBXL17	0.585	1.635	1.374	2.350	4.691	3.917	5.400	5.149
LOH12CR1	0.585	0.660	0.806	1.379	2.601	1.827	2.001	2.291
HES4	0.584	2.011	1.909	3.267	3.606	2.831	4.614	4.539
TCTN1	0.584	1.609	1.009	1.728	2.856	2.080	3.542	2.869
LOC100507002	0.584	1.798	1.009	1.728	2.856	2.080	3.702	2.869
TP73	0.584	0.668	0.672	1.151	3.738	2.963	3.157	3.166
FADS2	0.584	0.239	0.478	0.818	3.738	2.963	1.671	2.673
MCFD2	0.584	0.619	0.601	1.030	6.235	5.459	5.542	5.502
ACBD7	0.584	0.574	0.714	1.224	3.072	2.295	2.270	2.586
NEMP1	0.583	1.211	0.869	1.491	3.426	2.648	3.702	3.224
NPHP4	0.583	0.978	0.691	1.185	3.575	2.796	3.542	3.041
ASCC2	0.583	0.693	0.735	1.261	6.507	5.728	5.977	6.062
ABCB10	0.583	1.147	2.209	3.791	1.201	0.422	1.400	2.345
ATP10D	0.583	1.622	1.644	2.822	1.201	0.422	1.899	1.919
NINJ2	0.583	0.791	1.241	2.130	1.201	0.422	0.863	1.513
KRTAP5-AS1	0.583	1.029	0.757	1.300	1.201	0.422	1.242	0.800
LPXN	0.583	1.029	0.757	1.300	1.201	0.422	1.242	0.800
CORO1A	0.583	1.147	0.757	1.300	1.201	0.422	1.400	0.800
SYTL3	0.583	2.216	0.757	1.300	1.201	0.422	2.349	0.800
LOC729867	0.583	0.554	0.677	1.162	1.201	0.422	0.348	0.638
GGH	0.582	1.375	1.086	1.865	3.947	3.167	4.406	4.067
SLC9A3R2	0.582	1.295	1.274	2.189	5.054	4.274	5.428	5.404
REEP4	0.582	0.456	0.486	0.836	6.456	5.676	5.324	5.417
HCFC2	0.582	1.311	1.304	2.240	1.795	1.014	2.186	2.177
LOC103611081	0.582	0.524	1.090	1.873	1.795	1.014	0.863	1.919
MEX3A	0.582	1.970	0.563	0.968	4.761	3.980	5.739	3.933
HSD11B1L	0.582	0.686	1.335	2.294	2.214	1.432	1.671	2.630
MRAS	0.582	0.981	0.735	1.264	2.214	1.432	2.186	1.770
APOBEC3H	0.582	1.040	0.655	1.126	2.214	1.432	2.270	1.604
C7orf13	0.582	0.804	0.615	1.058	2.214	1.432	1.899	1.513
FAM27E2	0.582	0.745	0.615	1.058	2.214	1.432	1.790	1.513
B4GALT6	0.582	0.642	0.970	1.668	2.538	1.756	1.899	2.495
PNPLA6	0.582	0.501	0.651	1.119	2.538	1.756	1.542	1.919
FZD7	0.582	2.452	0.967	1.663	2.803	2.021	4.097	2.754
HYAL3	0.581	0.720	0.484	0.833	3.391	2.608	2.917	2.345
PRR14	0.581	1.187	1.422	2.446	3.543	2.760	3.790	4.051
MRPS15	0.581	0.494	0.582	1.002	8.246	7.462	7.227	7.464
KNSTRN	0.581	0.588	0.786	1.354	6.557	5.773	5.790	6.210
LGMN	0.580	1.494	1.716	2.958	6.067	5.281	6.646	6.846
ARL2BP	0.580	0.557	0.648	1.118	5.408	4.621	4.565	4.782
CDK16	0.579	0.894	0.735	1.269	6.881	6.093	6.718	6.437
PTGR1	0.579	2.244	1.169	2.019	5.579	4.790	6.744	5.804
CRYZL1	0.579	0.681	0.855	1.477	2.980	2.191	2.425	2.754
SMOC1	0.579	0.417	0.377	0.651	4.768	3.980	3.508	3.360
RNFT1	0.579	1.206	0.949	1.640	2.748	1.959	3.018	2.673
CCNG1	0.578	0.843	0.739	1.279	5.926	5.135	5.679	5.490
LSM6	0.578	0.539	0.558	0.965	4.253	3.462	3.362	3.412
PSMG1	0.578	0.530	0.677	1.172	6.116	5.325	5.200	5.554
SMG5	0.578	0.696	0.922	1.597	3.959	3.167	3.437	3.843
ZNRD1-AS1	0.578	0.977	1.287	2.228	2.131	1.339	2.096	2.495
RGS2	0.578	0.790	0.736	1.275	2.131	1.339	1.790	1.689
ZNF107	0.577	0.675	0.567	0.982	3.724	2.931	3.157	2.905
MKRN2	0.577	0.881	0.872	1.512	5.602	4.808	5.419	5.404
ZNF181	0.576	1.843	1.120	1.944	1.682	0.887	2.564	1.846
C15orf41	0.576	0.822	0.947	1.644	1.682	0.887	1.400	1.604
NR4A1	0.576	0.397	0.832	1.443	1.682	0.887	0.348	1.416
ADGRG5	0.576	0.992	0.832	1.443	1.682	0.887	1.671	1.416
DICER1-AS1	0.576	0.907	0.600	1.042	1.682	0.887	1.542	0.946
C11orf68	0.576	0.674	0.611	1.061	4.712	3.917	4.142	4.002
TCOF1	0.576	0.511	0.543	0.943	8.347	7.551	7.379	7.466
C1orf43	0.576	0.480	0.585	1.016	8.097	7.300	7.039	7.323
SLC25A29	0.576	0.988	0.750	1.302	4.366	3.570	4.350	3.951
GRIN1	0.576	0.831	0.500	0.869	4.577	3.780	4.310	3.578
RPS25	0.576	0.665	0.638	1.109	10.555	9.758	9.967	9.907
HIST1H1B	0.576	0.469	0.428	0.743	3.279	2.482	2.186	2.054
ECE2	0.575	0.658	0.639	1.111	5.399	4.601	4.795	4.753
RBM23	0.575	0.671	0.626	1.089	5.786	4.989	5.211	5.111
MAP2K3	0.575	0.485	0.620	1.078	7.927	7.129	6.884	7.237
P4HTM	0.575	0.941	0.621	1.081	5.469	4.670	5.381	4.782
AZIN1	0.575	0.656	0.701	1.220	6.521	5.723	5.913	6.009
BRPF3	0.575	0.936	0.724	1.259	4.193	3.394	4.097	3.727
MRPL28	0.575	0.902	0.560	0.974	3.910	3.112	3.761	3.073
ITPKC	0.575	1.336	0.698	1.215	3.559	2.760	3.977	3.041
FOXK2	0.575	0.685	0.645	1.121	6.517	5.718	5.971	5.883
RAD51L3-RFFL	0.575	1.129	0.953	1.658	4.562	3.763	4.737	4.492
NIPAL4	0.574	0.876	0.646	1.124	4.616	3.816	4.425	3.985
ISCU	0.574	0.747	0.799	1.392	6.341	5.540	5.919	6.018
GDF15	0.574	0.764	0.881	1.536	11.565	10.764	11.177	11.383
PHGDH	0.574	0.678	0.490	0.854	5.923	5.121	5.362	4.894
ADCK4	0.574	1.210	0.664	1.157	2.881	2.080	3.157	2.291
RASGEF1B	0.574	1.695	1.490	2.598	1.028	0.226	1.790	1.604
TUBB1	0.574	0.490	1.036	1.806	1.028	0.226	0.000	1.079
LOC100288181	0.574	1.293	0.854	1.489	1.028	0.226	1.400	0.800
SLC1A3	0.574	0.758	0.672	1.172	1.028	0.226	0.629	0.455
SCN3B	0.574	0.624	0.581	1.013	1.028	0.226	0.348	0.245
STK4-AS1	0.574	0.758	0.581	1.013	1.028	0.226	0.629	0.245
C6orf99	0.574	0.624	0.490	0.855	1.028	0.226	0.348	0.000
SNORA67	0.573	0.221	0.361	0.630	3.240	2.437	1.065	1.770
DNAAF5	0.573	0.453	0.555	0.968	6.994	6.190	5.853	6.144
DENND1B	0.573	1.171	1.773	3.096	2.042	1.238	2.270	2.869
CCDC150	0.573	1.171	1.458	2.546	2.042	1.238	2.270	2.586
LOC101929767	0.573	1.569	0.783	1.367	2.042	1.238	2.692	1.689
PPIAL4C	0.573	0.574	0.738	1.288	2.042	1.238	1.242	1.604
OPN3	0.572	2.496	0.490	0.857	2.632	1.827	3.952	1.604
CHAC1	0.572	0.476	1.049	1.834	3.637	2.831	2.564	3.706
ACYP1	0.572	0.915	0.677	1.183	3.637	2.831	3.508	3.073
AKAP17A	0.572	0.755	0.632	1.106	6.325	5.519	5.919	5.664
ALKBH5	0.572	0.760	0.656	1.147	7.370	6.564	6.975	6.762
RFFL	0.572	1.123	0.948	1.658	4.569	3.763	4.737	4.492
POGK	0.571	0.622	0.730	1.277	4.849	4.041	4.164	4.394
CCDC64	0.571	0.985	1.093	1.913	3.494	2.686	3.473	3.622
SRXN1	0.571	0.459	0.934	1.635	7.346	6.538	6.224	7.247
N6AMT1	0.571	0.218	0.845	1.480	2.830	2.021	0.629	2.586
THAP11	0.571	0.612	0.735	1.289	6.164	5.355	5.455	5.721
QSOX2	0.571	0.570	0.592	1.038	4.420	3.610	3.608	3.665
FAM47E-STBD1	0.570	1.013	1.084	1.900	2.330	1.520	2.349	2.446
TICAM1	0.570	1.396	1.135	1.991	4.881	4.070	5.362	5.064
ZNF580	0.570	2.371	1.366	2.396	3.336	2.525	4.581	3.786
PAICS	0.570	0.530	0.696	1.220	6.777	5.966	5.860	6.253
NUAK1	0.570	0.640	0.558	0.980	3.710	2.898	3.066	2.869
AKAP17A	0.570	0.755	0.613	1.077	6.299	5.486	5.893	5.593
RPS6KA5	0.569	1.172	1.345	2.362	1.560	0.748	1.790	1.988
RNF25	0.569	0.617	0.968	1.699	1.560	0.748	0.863	1.513
SRSF2	0.569	0.388	0.768	1.348	8.040	7.227	6.673	7.658
C11orf91	0.569	0.490	0.418	0.735	2.570	1.756	1.542	1.312
NAF1	0.569	0.693	0.922	1.621	3.158	2.344	2.629	3.041
PIGO	0.569	0.580	0.751	1.321	3.898	3.083	3.112	3.485
PCBP1	0.568	0.599	0.677	1.191	8.633	7.819	7.893	8.071
NAA20	0.568	0.556	0.662	1.165	6.200	5.384	5.353	5.604
CKLF-CMTM1	0.567	0.684	1.028	1.812	1.948	1.130	1.400	1.988
SNORA57	0.567	0.613	0.643	1.134	1.948	1.130	1.242	1.312
ADCY6	0.567	1.303	1.326	2.340	4.719	3.900	5.101	5.126
DCTD	0.567	0.569	0.700	1.236	5.610	4.790	4.795	5.095
LMX1B	0.567	0.718	0.579	1.021	3.543	2.724	3.066	2.754
ZMYM6NB	0.567	1.651	0.909	1.605	4.282	3.462	5.006	4.145
RPS15A	0.566	0.407	0.459	0.810	10.140	9.319	8.844	9.015
HMGN4	0.566	1.159	0.910	1.608	5.935	5.114	6.148	5.800
MAGEF1	0.566	0.642	0.725	1.281	6.164	5.343	5.525	5.700
SPINK4	0.566	0.540	2.468	4.362	3.752	2.931	2.864	5.056
TMEM182	0.566	1.473	0.801	1.417	3.260	2.437	3.818	2.940
C5orf38	0.565	0.981	0.555	0.982	3.391	2.567	3.362	2.541
PSMB3	0.565	0.633	0.671	1.188	6.547	5.723	5.887	5.971
ACOX2	0.565	0.362	0.481	0.852	4.097	3.273	2.629	3.041
LGALSL	0.564	1.178	0.542	0.961	4.243	3.417	4.479	3.360
HS6ST1	0.564	0.670	0.583	1.033	3.820	2.994	3.243	3.041
FAM174A	0.564	0.985	0.809	1.436	4.912	4.085	4.891	4.607
KCNE3	0.564	1.148	1.104	1.960	7.281	6.454	7.480	7.424
NR1D1	0.563	1.028	0.626	1.111	3.072	2.244	3.112	2.396
AGBL5	0.563	0.868	0.892	1.583	6.988	6.160	6.784	6.822
TRA2B	0.563	0.589	0.917	1.629	7.142	6.313	6.378	7.017
ZNF410	0.563	0.937	0.798	1.419	4.985	4.155	4.891	4.660
PRPSAP2	0.563	1.003	0.884	1.572	5.026	4.196	5.030	4.849
FAM89A	0.562	0.652	0.674	1.198	5.481	4.651	4.864	4.912
SMDT1	0.562	0.675	0.570	1.014	5.621	4.790	5.054	4.811
KLF4	0.562	0.879	1.289	2.293	3.794	2.963	3.608	4.160
PPP1R3C	0.562	2.710	2.854	5.079	0.832	0.000	2.270	2.345
LINC01573	0.562	2.403	1.291	2.298	0.832	0.000	2.096	1.200
FGL1	0.562	3.323	1.083	1.927	0.832	0.000	2.564	0.946
ZMYND10	0.562	0.715	0.979	1.742	0.832	0.000	0.348	0.800
HLA-DOB	0.562	0.562	0.979	1.742	0.832	0.000	0.000	0.800
SNORD47	0.562	0.715	0.874	1.556	0.832	0.000	0.348	0.638
LOC101930071	0.562	1.022	0.874	1.556	0.832	0.000	0.863	0.638
PHLDB3	0.562	1.943	0.874	1.556	0.832	0.000	1.790	0.638
LINC01125	0.562	0.715	0.874	1.556	0.832	0.000	0.348	0.638
DFNA5	0.562	1.482	0.874	1.556	0.832	0.000	1.400	0.638
LOC100499489	0.562	0.715	0.770	1.371	0.832	0.000	0.348	0.455
SP2-AS1	0.562	1.176	0.770	1.371	0.832	0.000	1.065	0.455
PRKCG	0.562	1.329	0.770	1.371	0.832	0.000	1.242	0.455
CCDC157	0.562	1.022	0.770	1.371	0.832	0.000	0.863	0.455
KIAA1257	0.562	1.329	0.770	1.371	0.832	0.000	1.242	0.455
PF4	0.562	0.869	0.770	1.371	0.832	0.000	0.629	0.455
ARRDC3-AS1	0.562	0.715	0.770	1.371	0.832	0.000	0.348	0.455
RSPH10B	0.562	0.715	0.770	1.371	0.832	0.000	0.348	0.455
LINC00167	0.562	0.869	0.666	1.185	0.832	0.000	0.629	0.245
ENDOU	0.562	0.869	0.666	1.185	0.832	0.000	0.629	0.245
LOC101928674	0.562	0.869	0.666	1.185	0.832	0.000	0.629	0.245
PPP5D1	0.562	0.715	0.666	1.185	0.832	0.000	0.348	0.245
OR2A1-AS1	0.562	0.562	0.666	1.185	0.832	0.000	0.000	0.245
C8orf44-SGK3	0.562	0.562	0.666	1.185	0.832	0.000	0.000	0.245
C9orf171	0.562	1.176	0.666	1.185	0.832	0.000	1.065	0.245
USP12-AS2	0.562	0.562	0.562	1.000	0.832	0.000	0.000	0.000
CLEC18B	0.562	0.562	0.562	1.000	0.832	0.000	0.000	0.000
RNASEK-C17orf49	0.562	0.562	0.562	1.000	0.832	0.000	0.000	0.000
COX6B2	0.562	1.022	0.562	1.000	0.832	0.000	0.863	0.000
HLA-G	0.562	1.022	0.562	1.000	0.832	0.000	0.863	0.000
PIP5KL1	0.562	0.715	0.562	1.000	0.832	0.000	0.348	0.000
WDR54	0.562	0.971	0.404	0.719	5.131	4.299	5.089	3.824
BIN3-IT1	0.561	0.372	1.268	2.259	1.427	0.594	0.000	1.770
MIPOL1	0.561	0.879	0.923	1.645	1.427	0.594	1.242	1.312
LOC101929372	0.561	0.372	0.510	0.908	1.427	0.594	0.000	0.455
HMGB2	0.561	1.054	0.858	1.529	6.533	5.699	6.610	6.312
XYLT1	0.561	0.961	1.257	2.240	1.848	1.014	1.790	2.177
FIGNL2	0.561	0.809	1.102	1.964	1.848	1.014	1.542	1.988
PRDX3	0.561	0.968	1.049	1.871	6.547	5.714	6.501	6.617
ADO	0.561	0.772	0.779	1.388	5.264	4.430	4.891	4.903
TBC1D8B	0.561	2.886	1.620	2.888	2.173	1.339	3.702	2.869
TEX40	0.561	0.460	0.568	1.013	2.662	1.827	1.542	1.846
ACTL8	0.561	0.201	0.422	0.752	2.662	1.827	0.348	1.416
C15orf48	0.561	81.021	13.389	23.885	3.026	2.191	9.367	6.769
BCL2L2-PABPN1	0.560	0.676	0.687	1.226	8.629	7.793	8.065	8.088
UNC5CL	0.560	3.196	1.388	2.477	4.669	3.833	6.345	5.142
SEPT2	0.559	1.150	0.950	1.698	7.001	6.163	7.203	6.927
DSCR3	0.559	0.668	0.744	1.330	4.429	3.590	3.846	4.002
RMND1	0.558	0.921	0.936	1.677	3.137	2.295	3.018	3.041
ELP4	0.558	0.672	0.851	1.526	3.137	2.295	2.564	2.905
OVOL3	0.558	1.107	0.809	1.451	3.137	2.295	3.284	2.832
GCLM	0.558	0.987	1.376	2.467	4.726	3.884	4.707	5.186
KIAA0907	0.557	1.410	1.236	2.217	3.983	3.140	4.479	4.288
ELP5	0.557	1.221	0.906	1.626	6.882	6.038	7.171	6.740
ASNS	0.557	0.516	0.630	1.131	6.834	5.989	5.880	6.166
HYKK	0.557	1.380	0.929	1.668	2.601	1.756	3.066	2.495
VPS37D	0.557	1.245	0.593	1.064	2.601	1.756	2.917	1.846
MAP4K3	0.557	1.018	1.016	1.825	5.713	4.868	5.739	5.736
EBAG9	0.556	1.263	0.987	1.774	5.417	4.571	5.754	5.398
SGCB	0.556	1.147	1.092	1.964	2.367	1.520	2.564	2.495
FAM221A	0.556	1.305	0.913	1.641	2.367	1.520	2.752	2.235
RPL4	0.556	0.262	0.477	0.859	11.413	10.566	9.482	10.346
CDC23	0.556	0.970	0.799	1.437	5.254	4.407	5.211	4.930
SETMAR	0.556	0.468	0.553	0.995	3.959	3.112	2.864	3.105
FADS1	0.556	0.316	0.355	0.638	7.061	6.214	5.400	5.565
MRPL36	0.556	0.449	0.746	1.343	6.952	6.104	5.797	6.530
HOXA10	0.555	0.898	0.605	1.089	7.551	6.702	7.396	6.825
LOC105274304	0.555	1.071	0.410	0.738	2.087	1.238	2.186	0.800
PITPNA-AS1	0.555	0.555	0.835	1.506	5.099	4.249	4.250	4.839
ACPP	0.554	1.986	0.706	1.274	3.575	2.724	4.565	3.073
SSSCA1	0.554	0.425	0.665	1.201	5.259	4.407	4.026	4.671
C8orf76	0.554	0.880	0.891	1.608	5.088	4.236	4.904	4.921
PPFIA3	0.554	0.627	0.633	1.142	1.740	0.887	1.065	1.079
SNORA27	0.554	0.627	0.522	0.942	1.740	0.887	1.065	0.800
MAPKAPK5	0.554	0.708	0.543	0.981	4.849	3.995	4.350	3.968
PSMD11	0.553	0.598	0.783	1.414	8.318	7.463	7.576	7.964
EMC7	0.553	0.588	0.670	1.211	6.549	5.695	5.783	5.971
MRPL13	0.553	0.904	0.864	1.562	6.685	5.830	6.539	6.474
EIF2B1	0.553	0.601	0.734	1.328	5.179	4.324	4.443	4.733
ZFHX2	0.553	1.951	1.259	2.279	3.200	2.344	4.164	3.532
ZNF57	0.552	1.394	0.842	1.525	2.538	1.682	3.018	2.291
DNAH6	0.552	0.877	0.555	1.005	2.538	1.682	2.349	1.689
VKORC1L1	0.552	0.637	0.668	1.209	7.880	7.024	7.230	7.297
C7orf73	0.552	0.671	0.946	1.713	4.741	3.884	4.164	4.660
LOC100996447	0.551	2.210	1.633	2.961	1.281	0.422	2.425	1.988
MFAP2	0.551	1.873	1.098	1.992	1.281	0.422	2.186	1.416
TM4SF19-TCTEX1D2	0.551	0.636	0.869	1.577	1.281	0.422	0.629	1.079
RNU6-2	0.551	1.311	0.793	1.438	1.281	0.422	1.671	0.946
MLLT10P1	0.551	0.974	0.793	1.438	1.281	0.422	1.242	0.946
ZNF529-AS1	0.551	1.760	0.641	1.162	1.281	0.422	2.096	0.638
TNRC6C	0.551	2.235	1.383	2.508	4.726	3.867	5.887	5.194
INO80C	0.551	0.470	0.573	1.040	5.399	4.539	4.310	4.596
UBE2T	0.551	0.738	0.745	1.351	5.481	4.621	5.042	5.056
CCDC84	0.551	0.818	0.655	1.189	8.961	8.101	8.671	8.351
VPS9D1	0.551	1.319	1.188	2.157	2.292	1.432	2.692	2.541
CLYBL	0.551	1.062	0.463	0.840	2.881	2.021	2.968	1.770
HMGCS2	0.551	0.957	0.986	1.792	8.433	7.572	8.369	8.413
OXLD1	0.551	1.008	0.918	1.668	4.108	3.247	4.120	3.985
OAZ1	0.550	0.490	0.568	1.033	9.837	8.975	8.807	9.022
CKS2	0.550	0.658	0.749	1.362	4.991	4.128	4.388	4.573
CH17-340M24.3	0.549	0.747	0.930	1.693	2.691	1.827	2.270	2.586
RCAN1	0.549	0.783	0.755	1.375	5.790	4.926	5.437	5.385
DPH6	0.549	0.538	0.537	0.979	3.391	2.525	2.496	2.495
GTDC1	0.549	0.593	1.041	1.897	1.996	1.130	1.242	2.054
CELF4	0.549	2.099	0.994	1.812	1.996	1.130	3.066	1.988
TM7SF3	0.549	0.469	0.642	1.170	8.245	7.379	7.154	7.606
MAP6	0.548	0.559	0.683	1.246	3.591	2.724	2.752	3.041
RILPL2	0.548	1.302	0.650	1.186	4.007	3.140	4.388	3.386
MRPS14	0.548	0.865	0.664	1.212	5.240	4.372	5.030	4.650
ZYG11A	0.548	0.703	1.053	1.922	3.260	2.392	2.752	3.334
CCDC106	0.547	1.326	0.561	1.025	3.666	2.796	4.074	2.832
SNAPC3	0.547	1.659	0.757	1.385	3.116	2.244	3.846	2.714
BSDC1	0.546	2.006	1.167	2.136	4.119	3.247	5.123	4.342
EIF4A3	0.546	0.604	0.732	1.339	7.438	6.566	6.711	6.988
DDIT3	0.546	0.579	0.636	1.165	7.362	6.489	6.573	6.709
TARS2	0.546	1.213	0.802	1.470	6.733	5.860	7.012	6.416
KRT8	0.546	0.375	0.562	1.030	10.670	9.797	9.254	9.840
UNC50	0.546	0.682	1.018	1.866	4.822	3.949	4.270	4.849
GTF2IP20	0.545	1.389	1.529	2.803	1.623	0.748	2.096	2.235
DPY19L2P3	0.545	0.679	1.107	2.031	1.623	0.748	1.065	1.770
LINC01389	0.545	3.340	0.987	1.810	1.623	0.748	3.362	1.604
BOLA1	0.545	0.768	0.927	1.699	1.623	0.748	1.242	1.513
ACACB	0.545	0.502	0.867	1.589	1.623	0.748	0.629	1.416
CBWD5	0.545	0.479	0.642	1.177	5.506	4.631	4.443	4.867
HOXB2	0.545	0.686	1.455	2.668	2.214	1.339	1.671	2.754
CTC-338M12.4	0.545	0.686	0.935	1.715	2.214	1.339	1.671	2.117
SEH1L	0.545	0.308	0.747	1.370	5.947	5.071	4.250	5.525
DGKH	0.545	0.342	0.704	1.293	3.220	2.344	1.671	2.714
OSR2	0.545	1.045	0.545	1.000	3.220	2.344	3.284	2.345
ACAT1	0.544	1.218	1.137	2.089	5.363	4.486	5.648	5.548
CECR5	0.544	0.752	0.913	1.678	5.088	4.209	4.677	4.956
SNHG19	0.544	0.724	1.044	1.920	4.796	3.917	4.330	4.858
NDUFB6	0.543	0.482	0.708	1.302	4.979	4.099	3.926	4.480
EN2	0.543	0.546	0.429	0.791	5.204	4.324	4.330	3.985
BLOC1S4	0.543	0.698	0.765	1.409	4.661	3.780	4.142	4.275
PTPN20	0.542	1.428	1.697	3.128	2.403	1.520	2.917	3.166
TVP23C	0.542	1.354	1.264	2.332	3.408	2.525	3.846	3.747
HNRNPF	0.542	0.741	0.801	1.477	8.800	7.916	8.366	8.479
SYVN1	0.542	0.565	0.539	0.994	7.286	6.402	6.461	6.393
CCDC88B	0.542	0.924	0.704	1.299	3.179	2.295	3.066	2.673
SRPR	0.542	0.616	0.693	1.279	7.521	6.637	6.823	6.992
LOC729080	0.541	0.781	0.914	1.689	1.899	1.014	1.542	1.770
NECAP2	0.541	0.614	0.825	1.524	5.349	4.464	4.646	5.072
CDC123	0.541	0.664	0.821	1.517	7.039	6.153	6.448	6.755
GDF9	0.541	0.680	1.221	2.257	2.907	2.021	2.349	3.195
CYFIP2	0.541	0.419	0.408	0.754	6.334	5.448	5.078	5.040
PAK6	0.541	0.834	0.848	1.569	3.279	2.392	3.018	3.041
ANXA5	0.540	0.463	0.627	1.161	7.774	6.885	6.661	7.101
TECR	0.540	0.684	0.551	1.020	4.973	4.085	4.425	4.114
SDHC	0.540	0.676	0.739	1.369	7.195	6.306	6.630	6.760
EIF1B	0.540	1.014	0.710	1.314	4.577	3.688	4.598	4.083
MRPL49	0.540	0.583	0.538	0.997	7.306	6.417	6.527	6.412
MRPS30	0.539	0.589	0.722	1.338	6.245	5.355	5.482	5.775
PICK1	0.539	0.518	0.634	1.175	3.373	2.482	2.425	2.714
TMEM176A	0.539	3.481	1.572	2.915	1.117	0.226	2.917	1.770
CDK5R2	0.539	0.964	1.230	2.281	1.117	0.226	1.065	1.416
RAPGEF3	0.539	0.713	1.059	1.964	1.117	0.226	0.629	1.200
LOC100130950	0.539	0.964	1.059	1.964	1.117	0.226	1.065	1.200
SPOCD1	0.539	3.230	0.888	1.647	1.117	0.226	2.809	0.946
SOX6	0.539	0.838	0.888	1.647	1.117	0.226	0.863	0.946
REC114	0.539	0.713	0.888	1.647	1.117	0.226	0.629	0.946
ANO7	0.539	0.461	0.888	1.647	1.117	0.226	0.000	0.946
SNORA26	0.539	0.713	0.888	1.647	1.117	0.226	0.629	0.946
TMEM102	0.539	1.845	0.803	1.489	1.117	0.226	2.001	0.800
PODNL1	0.539	1.090	0.632	1.172	1.117	0.226	1.242	0.455
MSMP	0.539	0.713	0.632	1.172	1.117	0.226	0.629	0.455
CDC42BPG	0.539	0.461	0.546	1.013	1.117	0.226	0.000	0.245
LOC100506476	0.539	1.342	0.546	1.013	1.117	0.226	1.542	0.245
PRR4	0.539	0.461	0.461	0.855	1.117	0.226	0.000	0.000
SPCS1	0.539	0.541	0.789	1.463	6.739	5.847	5.853	6.397
ROGDI	0.539	0.852	0.609	1.131	2.131	1.238	1.899	1.416
ZSCAN20	0.539	0.353	0.525	0.974	2.131	1.238	0.629	1.200
BPIFA2	0.539	0.291	0.482	0.895	2.131	1.238	0.348	1.079
MAFG	0.538	0.760	0.966	1.794	7.077	6.184	6.681	7.027
GLRX	0.538	1.697	1.694	3.146	3.137	2.244	3.900	3.898
RBP4	0.538	0.796	1.167	2.168	3.137	2.244	2.809	3.360
SLC30A5	0.538	0.499	0.553	1.026	5.312	4.419	4.310	4.456
LOC101929718	0.538	0.721	0.957	1.777	5.390	4.497	4.917	5.326
TFAP4	0.537	0.607	0.564	1.050	4.862	3.964	4.142	4.035
ZNHIT3	0.537	0.591	0.836	1.557	6.422	5.524	5.664	6.163
PDX1-AS1	0.537	0.633	0.604	1.126	2.330	1.432	1.671	1.604
KIF24	0.536	0.872	0.818	1.527	4.223	3.322	4.026	3.933
PDCD2L	0.536	0.619	0.779	1.454	5.502	4.601	4.809	5.142
SMIM20	0.535	0.896	1.082	2.020	3.766	2.865	3.608	3.880
LOC645166	0.535	1.033	1.538	2.873	1.495	0.594	1.542	2.117
KCTD19	0.535	0.936	1.012	1.891	1.495	0.594	1.400	1.513
EAF2	0.535	0.645	1.012	1.891	1.495	0.594	0.863	1.513
CDC37L1-AS1	0.535	0.355	0.618	1.154	1.495	0.594	0.000	0.800
FCRLB	0.535	0.645	0.552	1.031	1.495	0.594	0.863	0.638
HSPBAP1	0.535	0.561	0.731	1.366	2.506	1.603	1.671	2.054
COLCA2	0.535	1.426	0.666	1.244	2.506	1.603	3.018	1.919
NES	0.535	1.186	0.437	0.817	2.506	1.603	2.752	1.312
NCEH1	0.535	0.602	0.878	1.642	5.345	4.441	4.614	5.157
NDFIP2	0.534	1.396	1.267	2.374	4.631	3.726	5.112	4.973
LINC00909	0.534	0.978	1.213	2.272	2.662	1.756	2.629	2.940
DTYMK	0.534	0.372	0.648	1.215	6.371	5.464	4.943	5.746
EEF1A1	0.533	0.343	0.606	1.136	11.452	10.545	9.907	10.729
NSUN2	0.533	0.553	0.743	1.393	8.144	7.237	7.289	7.715
LOC100130744	0.533	1.705	1.090	2.045	1.795	0.887	2.564	1.919
MUC12	0.533	0.997	0.555	1.042	1.795	0.887	1.790	0.946
SLC31A2	0.533	1.075	0.449	0.841	1.795	0.887	1.899	0.638
PPARG	0.533	0.809	0.653	1.225	6.920	6.012	6.614	6.305
ZCWPW1	0.532	0.521	0.535	1.005	4.182	3.273	3.243	3.280
CAMTA1	0.532	0.703	0.609	1.144	5.439	4.529	4.930	4.723
ANAPC2	0.532	0.954	1.055	1.983	2.931	2.021	2.864	3.008
AMN1	0.532	0.668	0.982	1.846	2.931	2.021	2.349	2.905
SARAF	0.532	0.780	0.749	1.410	6.409	5.497	6.050	5.993
C12orf57	0.532	0.676	0.581	1.093	6.920	6.008	6.354	6.136
